,host_response_rate,host_listings_count,accommodates,latitude,longitude,guests_included,bathrooms,bedrooms,cleaning_fee,minimum_nights,maximum_nights,total_amenities_count,host_is_superhost,host_response_time,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,bed_type,instant_bookable,cancellation_policy,price
1005,100,2,2,47.62473926,-122.36372140000002,2,1.0,1,40.0,2,1125,33,True,within an hour,True,Queen Anne,Condominium,Private room,Real Bed,False,strict_14_with_grace_period,81.77364583333336
1006,100,1,4,47.67917739,-122.3857942,1,1.0,2,0.0,1,1125,16,False,within a day,True,Ballard,House,Entire home/apt,Real Bed,False,flexible,115.36177083333334
1007,100,2,12,47.69577916,-122.3136581,1,2.0,4,300.0,2,60,43,True,within a few hours,True,Northgate,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,435.5401041666669
1008,100,10,3,47.61813077,-122.32446100000001,2,1.0,0,50.0,1,1125,29,True,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,167.13510416666685
1009,100,131,2,47.62281564,-122.33309569999999,1,1.0,1,75.0,2,1125,36,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,335.8966666666671
1010,100,2,2,47.49814601,-122.2639028,1,1.0,1,10.0,1,14,26,True,within an hour,True,Rainier Valley,House,Private room,Futon,True,strict_14_with_grace_period,42.49281249999999
1011,99,81,6,47.61640589,-122.3444568,6,1.0,2,125.0,1,365,29,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,super_strict_30,217.86760416666652
1012,100,1,2,47.62715655,-122.3243933,1,1.0,1,30.0,3,27,35,True,within an hour,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,False,moderate,108.5362499999999
1013,92,51,2,47.66293744,-122.3135588,1,1.0,0,65.0,1,1125,34,False,within an hour,True,University District,Apartment,Entire home/apt,Real Bed,False,moderate,95.3354166666667
1014,100,5,4,47.69758758,-122.3414517,1,1.0,2,0.0,5,64,29,False,within an hour,False,Northgate,Apartment,Entire home/apt,Real Bed,True,moderate,116.58489583333333
1015,92,51,3,47.65962584,-122.3174207,1,1.0,1,60.0,1,1125,20,False,within an hour,True,University District,Apartment,Entire home/apt,Real Bed,False,moderate,89.34531249999995
1016,100,1,3,47.68583708,-122.3503987,2,1.0,1,15.0,2,29,42,True,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,moderate,90.5688541666667
1017,100,5,1,47.56260563,-122.38729409999999,1,1.0,0,5.0,1,1125,24,False,within an hour,False,West Seattle,Camper/RV,Entire home/apt,Real Bed,False,strict_14_with_grace_period,109.29979166666664
1018,100,2,4,47.67294896,-122.37156680000001,4,1.0,2,75.0,2,28,41,True,within an hour,True,Ballard,Guest suite,Entire home/apt,Real Bed,False,moderate,135.2272916666667
1019,100,1,2,47.6693516,-122.3709456,2,1.0,1,30.0,2,21,30,True,within an hour,True,Ballard,Bungalow,Entire home/apt,Real Bed,False,moderate,99.9772916666666
1020,83,210,2,47.61325359,-122.3333121,1,1.0,0,100.0,1,1125,26,False,within a few hours,False,Downtown,Condominium,Entire home/apt,Real Bed,False,super_strict_60,200.67395833333327
1021,100,1,2,47.61100265,-122.328804,1,1.0,1,50.0,3,60,30,True,within a day,True,Downtown,Condominium,Entire home/apt,Real Bed,True,moderate,140.25208333333342
1022,100,2,3,47.61529496,-122.31028490000001,2,1.0,0,30.0,1,20,32,True,within an hour,False,Central Area,Apartment,Entire home/apt,Real Bed,True,moderate,114.89302083333335
1023,100,1,4,47.60772626,-122.3392676,1,1.0,1,130.0,2,7,25,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,True,moderate,173.22333333333336
1024,100,131,2,47.62910559,-122.3410947,1,1.0,1,75.0,2,1125,39,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,101.72697916666674
1025,100,1,2,47.54581503,-122.374812,2,1.0,1,30.0,2,1125,33,False,within an hour,False,Delridge,Guesthouse,Entire home/apt,Real Bed,False,strict_14_with_grace_period,95.48156249999997
1026,99,152,2,47.60910484,-122.3236509,2,1.0,0,75.0,30,1125,19,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,107.59354166666667
1027,100,7,5,47.7185279,-122.3239196,2,1.0,1,55.0,1,1125,42,False,within an hour,False,Northgate,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,119.04760416666666
1028,100,131,2,47.62238189,-122.3320489,1,1.0,1,75.0,2,1125,35,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,365.8677083333332
1029,100,131,2,47.62129378,-122.3320922,1,1.0,1,75.0,2,1125,35,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,425.0211458333334
1030,100,1,4,47.67477492,-122.31922050000001,4,1.5,2,189.0,3,40,38,True,within an hour,False,Other neighborhoods,Townhouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,195.57218749999993
1031,99,521,3,47.61059677,-122.32859769999999,2,1.0,1,89.0,2,1125,27,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,206.8215625
1032,100,3,11,47.64733308,-122.3597707,4,2.0,4,185.0,2,31,20,True,within an hour,False,Queen Anne,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,354.27343749999983
1033,100,1,2,47.66336498,-122.3624685,1,1.0,1,40.0,4,15,17,True,within a day,True,Ballard,Guesthouse,Entire home/apt,Real Bed,True,moderate,106.45281249999996
1034,100,9,14,47.67362807,-122.389302,10,3.5,5,200.0,2,29,42,True,within an hour,False,Ballard,House,Entire home/apt,Real Bed,True,moderate,358.09145833333326
1035,100,1,4,47.60829178,-122.34365349999999,1,1.0,2,115.0,3,1125,65,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,True,strict_14_with_grace_period,219.03083333333316
1036,99,81,4,47.68013546,-122.3531771,4,1.0,1,95.0,1,365,25,False,within an hour,False,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,super_strict_30,149.805625
1037,100,3,6,47.66704725,-122.3703289,1,2.0,3,125.0,3,24,32,True,within an hour,True,Ballard,Townhouse,Entire home/apt,Real Bed,False,moderate,234.08875000000006
1038,100,7,8,47.65698891,-122.3196169,4,1.5,2,80.0,1,1000,48,False,within an hour,False,University District,Townhouse,Entire home/apt,Real Bed,True,moderate,197.70177083333337
1039,100,2,3,47.67079115,-122.38338459999999,3,1.0,0,45.0,2,1125,22,False,within an hour,False,Ballard,Apartment,Entire home/apt,Real Bed,True,moderate,107.2941666666667
1040,83,1,4,47.70942452,-122.36323259999999,2,1.0,1,30.0,2,1125,14,False,within a day,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,119.88854166666674
1041,100,2,3,47.66085628,-122.3524009,2,1.0,0,75.0,3,30,44,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,124.61312500000003
1042,100,1,2,47.65843089,-122.2818909,2,1.0,1,30.0,1,14,26,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,True,moderate,89.22416666666666
1043,100,1,2,47.66132565,-122.34447890000001,1,1.0,1,80.0,2,1125,19,True,within a few hours,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,moderate,107.88843750000002
1044,100,2,2,47.67519026,-122.397149,1,1.0,0,75.0,2,1125,32,False,within an hour,False,Ballard,Loft,Entire home/apt,Real Bed,False,moderate,107.7621875
1045,100,32,10,47.62025999,-122.299732,6,2.5,3,150.0,1,365,29,True,within an hour,False,Central Area,Townhouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,299.45541666666657
1046,100,2,4,47.62779829,-122.3087311,2,1.0,1,50.0,2,14,17,True,within an hour,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,138.08937499999993
1047,100,1,3,47.69251164,-122.36466229999999,3,1.0,1,54.0,1,30,40,True,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,moderate,93.31729166666666
1048,100,3,3,47.67020142,-122.3120415,2,1.0,1,60.0,1,1125,30,True,within an hour,False,University District,Apartment,Entire home/apt,Real Bed,True,flexible,109.73218750000002
1049,100,5,6,47.61855745,-122.30943970000001,4,2.0,3,150.0,1,30,21,True,within an hour,False,Capitol Hill,House,Entire home/apt,Real Bed,False,flexible,253.12343749999994
1050,99,152,2,47.61240521,-122.33162959999999,2,1.0,1,75.0,30,1125,16,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,154.03635416666665
1051,88,1,1,47.63755204,-122.3636925,1,1.0,1,49.0,2,1125,42,True,within an hour,True,Queen Anne,Bungalow,Private room,Real Bed,False,strict_14_with_grace_period,69.87177083333331
1052,100,1,5,47.62582754,-122.3598528,1,1.0,1,55.0,2,15,15,False,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,False,moderate,139.03697916666673
1053,100,1,4,47.68714839,-122.3867678,1,1.0,2,40.0,2,1125,38,False,within a few hours,False,Ballard,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,124.7603125
1054,99,521,3,47.61214636,-122.33679640000001,2,1.0,1,89.0,2,1125,24,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,246.3846874999998
1055,100,1,4,47.68505441,-122.38360630000001,2,1.0,1,25.0,1,31,36,True,within an hour,True,Ballard,Apartment,Entire home/apt,Real Bed,False,flexible,102.16927083333336
1056,100,35,6,47.62812989,-122.31903429999998,3,1.0,3,85.0,2,12,34,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,237.1795833333338
1057,99,1276,6,47.60700759,-122.3372064,1,2.0,2,109.0,2,1125,36,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,976.969375
1058,100,1,2,47.65055156,-122.3305887,1,1.0,1,15.0,2,30,13,False,within an hour,False,Other neighborhoods,House,Private room,Real Bed,True,moderate,66.65
1059,100,7,4,47.55922883,-122.2924396,2,1.0,1,75.0,2,1125,26,False,within a few hours,True,Beacon Hill,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,126.43510416666659
1060,100,123,2,47.58933907,-122.3164429,1,1.0,1,25.0,1,21,13,False,within an hour,False,Beacon Hill,House,Private room,Real Bed,True,strict_14_with_grace_period,67.27833333333324
1061,100,1,6,47.5285766,-122.3868688,4,2.0,3,125.0,2,1125,16,False,within a few hours,True,West Seattle,House,Entire home/apt,Real Bed,False,moderate,206.7497916666667
1062,100,1,2,47.57895154,-122.31339540000002,1,1.0,1,15.0,2,1125,24,True,within an hour,False,Beacon Hill,Townhouse,Private room,Real Bed,True,moderate,72.8191666666667
1063,100,2,6,47.66920507,-122.30745759999999,4,1.0,2,75.0,3,1125,55,True,within an hour,True,University District,House,Entire home/apt,Real Bed,False,moderate,158.94052083333335
1064,100,5,2,47.54358656,-122.29014209999998,1,2.5,1,50.0,1,1125,17,False,within an hour,False,Beacon Hill,House,Private room,Real Bed,True,moderate,73.76947916666659
1065,100,3,3,47.63812504,-122.35458870000001,2,1.0,1,75.0,1,30,22,False,within a few hours,True,Queen Anne,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,126.33843749999994
1066,100,2,4,47.63786664,-122.35981409999998,4,1.5,4,150.0,2,14,29,False,within a day,True,Queen Anne,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,253.7357291666668
1067,100,1,5,47.53570065,-122.38631240000001,2,1.0,1,75.0,1,365,64,True,within an hour,True,West Seattle,House,Entire home/apt,Real Bed,False,moderate,141.30020833333333
1068,100,120,4,47.67252233,-122.3363656,1,3.5,3,191.0,2,28,34,False,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,280.53406250000006
1069,100,1,2,47.61010058,-122.3376604,2,1.0,1,100.0,5,90,40,True,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,177.228125
1070,100,15,2,47.71863582,-122.32866640000002,1,1.0,1,0.0,1,29,19,False,within an hour,True,Northgate,House,Private room,Real Bed,True,moderate,65.9478125
1071,100,3,5,47.5434425,-122.2835381,3,1.0,2,120.0,2,1125,42,False,within an hour,False,Rainier Valley,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,168.67093749999992
1072,100,1,2,47.70302626,-122.304548,2,1.0,1,75.0,2,28,32,True,within an hour,True,Lake City,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,119.58000000000001
1073,100,1,4,47.54163844,-122.39620179999999,4,1.0,2,95.0,2,1125,56,True,within a few hours,True,West Seattle,Guest suite,Entire home/apt,Real Bed,True,moderate,146.49520833333335
1074,0,1,10,47.56164625,-122.3970726,10,2.5,4,150.0,4,30,21,False,a few days or more,True,West Seattle,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,387.8252083333334
1075,100,1,2,47.61705661,-122.3019857,1,1.0,1,0.0,2,1125,15,True,within an hour,False,Central Area,Townhouse,Private room,Real Bed,False,moderate,79.37343750000002
1076,100,9,2,47.61437307,-122.34331170000002,3,1.0,0,47.0,1,90,35,False,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,160.57874999999981
1077,100,1,4,47.67969108,-122.2773893,1,1.0,1,75.0,1,1125,47,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,moderate,106.50489583333338
1078,90,3,3,47.59894233,-122.33693629999999,2,1.0,1,80.0,1,1125,15,True,within a day,True,Downtown,Loft,Entire home/apt,Real Bed,False,strict_14_with_grace_period,196.21656250000004
1079,100,4,2,47.52543166,-122.2782337,1,1.0,1,7.0,2,1125,13,False,within a day,True,Rainier Valley,House,Private room,Real Bed,False,moderate,55.09208333333333
1080,100,3,2,47.63802836,-122.3186,1,1.0,1,40.0,3,1125,21,False,within a few hours,True,Capitol Hill,House,Entire home/apt,Real Bed,False,moderate,108.73635416666659
1081,100,5,4,47.61780899,-122.30641740000002,1,1.0,1,85.0,2,1125,37,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,123.10302083333342
1082,100,1,6,47.67389456,-122.38062040000001,1,2.0,3,265.0,2,1125,34,False,within an hour,False,Ballard,Townhouse,Entire home/apt,Real Bed,True,flexible,241.62541666666675
1083,100,1,4,47.56529861,-122.2847192,2,1.0,1,50.0,3,1125,28,True,within an hour,True,Rainier Valley,Guest suite,Entire home/apt,Real Bed,True,strict_14_with_grace_period,108.360625
1084,100,42,6,47.61593588,-122.34063619999999,1,1.0,2,130.0,2,1125,35,True,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,162.19968749999992
1085,100,11,6,47.60576062,-122.33794170000002,1,2.0,2,105.0,2,1125,62,True,within a few hours,False,Downtown,Serviced apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,298.0731249999997
1086,100,1,1,47.68960414,-122.3799342,1,1.0,1,20.0,1,90,16,False,within an hour,False,Ballard,Townhouse,Private room,Real Bed,True,strict_14_with_grace_period,63.36552083333329
1087,75,1,2,47.61366242,-122.31586659999999,1,1.0,1,80.0,30,1125,26,False,within a day,True,Capitol Hill,Loft,Entire home/apt,Real Bed,False,strict_14_with_grace_period,117.62437499999994
1088,100,1,3,47.55580264,-122.3964092,2,1.0,1,39.0,1,62,14,False,within an hour,False,West Seattle,Guest suite,Entire home/apt,Real Bed,False,flexible,83.61749999999995
1089,100,1,4,47.63900294,-122.30019070000002,2,1.0,2,110.0,2,28,49,True,within an hour,False,Capitol Hill,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,177.4423958333334
1090,100,1,5,47.65800846,-122.3451863,4,1.0,2,50.0,2,1125,18,True,within a day,False,Other neighborhoods,House,Entire home/apt,Real Bed,True,moderate,159.56822916666673
1091,100,3,4,47.69225441,-122.3071437,2,1.0,1,40.0,1,1125,26,True,within an hour,True,Northgate,Apartment,Entire home/apt,Real Bed,True,moderate,104.44104166666668
1092,99,152,2,47.61386756,-122.33319340000001,1,1.0,1,75.0,30,1125,18,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,173.87510416666672
1093,100,6,2,47.60545706,-122.3243325,2,1.0,0,50.0,1,1125,15,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,moderate,144.82468750000015
1094,100,1,4,47.61170862,-122.29590320000001,2,1.0,2,0.0,2,1125,25,True,within a day,True,Central Area,Guest suite,Entire home/apt,Real Bed,False,strict_14_with_grace_period,125.75750000000005
1095,100,1,6,47.65318276,-122.34201259999999,1,2.5,2,217.0,2,1125,37,True,within an hour,False,Other neighborhoods,Townhouse,Entire home/apt,Real Bed,True,flexible,230.5667708333333
1096,99,152,2,47.61156643,-122.3358855,2,1.0,1,75.0,30,1125,19,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,199.95406249999982
1097,100,1292,2,47.61492084,-122.34556809999998,2,1.0,1,100.0,1,365,19,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,962.5196875000003
1098,100,1,2,47.62587352,-122.3593024,1,1.0,1,0.0,2,1125,15,False,within an hour,True,Queen Anne,Apartment,Entire home/apt,Real Bed,True,moderate,110.8745833333333
1099,85,2,4,47.65112465,-122.32043090000002,1,1.0,2,80.0,2,1125,38,True,within an hour,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,False,moderate,149.30281250000002
1100,99,152,2,47.61117689,-122.32358500000001,1,1.0,0,75.0,5,1125,16,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,152.48406249999982
1101,100,42,6,47.61539627,-122.34866370000002,6,1.0,2,130.0,1,365,38,True,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,216.4217708333335
1102,100,2,2,47.58495099,-122.38161720000001,2,1.0,1,60.0,1,1125,37,True,within an hour,True,West Seattle,House,Entire home/apt,Real Bed,True,moderate,108.81104166666664
1103,100,4,4,47.72604056,-122.2901378,2,1.0,1,5.0,1,90,22,True,within an hour,False,Lake City,House,Private room,Real Bed,True,flexible,240.8450000000001
1104,100,1,6,47.66846403,-122.2829888,1,2.0,3,150.0,2,1125,18,False,within a day,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,flexible,243.60343750000004
1105,100,2,1,47.69359295,-122.3502977,1,1.5,1,0.0,1,1125,21,False,within an hour,True,Other neighborhoods,House,Private room,Real Bed,True,moderate,55.80729166666665
1106,100,4,2,47.54233120000001,-122.2801361,1,1.0,1,20.0,1,4,66,True,within an hour,True,Rainier Valley,Bungalow,Private room,Real Bed,False,moderate,67.82989583333332
1107,100,1,2,47.623821500000005,-122.3303572,2,1.0,1,95.0,20,1125,32,False,within a few hours,True,Cascade,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,141.31052083333333
1108,100,2,2,47.69319307,-122.33847560000001,1,1.0,0,20.0,2,25,29,True,within an hour,False,Northgate,House,Private room,Futon,True,flexible,58.37250000000002
